,id,mu,sigma
442,Yankees With No Brim,26.305569710664898,2.102510769787764
363,Luminosity Gaming,26.301059687316453,0.9100544022769338
9,Rancid Rats Reborn,26.27986922286277,1.1872324827363936
19,Oxygen Esports,26.27753845013831,0.8337716578354583
259,Fall Mountain,26.27446546184611,1.426389607055845
120,GracesBlaze Anima,26.2576354035753,1.1146681011942978
104,Team Signal,26.251896932147474,1.0302237750795682
98,Evil Geniuses,26.245983708325287,0.8014451007370512
224,Leviatán Esports,26.220590828234652,0.949586580219411
57,The Evil eSports,26.1606164621691,0.9119608645451082
349,Meraki Gaming,26.131428288926895,3.788494999152992
432,Randoms,26.122221033287097,1.3883986522347773
388,Tuchel,26.111871890788777,2.000614742317419
418,Da Babies,26.10644052671217,2.2339091702552034
258,MOTI MOTI GAMING,26.06128911790718,0.9078137601857976
196,Revolution,26.026189960498535,0.9361864993001484
171,Exotic Esports,26.025201212406124,1.1258452222197781
249,Frost Esports,25.990252384717017,1.1339789114968448
68,Team Bliss,25.8829489283375,0.8331881117972622
76,slow gang,25.86431618494344,1.363586367397624
260,dogma,25.82062970695192,1.0823786624331195
26,True Neutral,25.81568879617517,0.8737328378310502
412,Spoilers,25.753145986546542,1.8597631045133252
51,ZNTRA,25.656115660443632,1.3312469235409525
116,Team Inherits Micro,25.608140417161234,0.989747639192676
393,spider,25.5986171760365,1.7186308747579375
172,MIST esports,25.59426118097873,1.2276941356517044
270,Method2Madness,25.590410004934714,1.1298007729398838
423,Team Go-No-Go,25.587431566668013,2.2460642883584083
193,quadruple,25.54049169898478,1.2278771151896595
159,Misfits Gaming,25.50454712605966,0.8356019653928911
131,Fadeaway,25.479222261568598,2.1981578665459884
56,Invaders,25.427110241045035,1.8208879930122364
100,Karmine Corp,25.406090825246196,0.8236139914148713
122,BLAST,25.393578334674046,0.8861597337893821
234,We Own All,25.322022621681047,1.4093495705872743
437,Origin Gaming,25.295885127996286,2.3267795649831275
5,Team Eros,25.260511885510734,0.9699187002431188
396,Synergy Gaming,25.212263685335856,1.5110188818505372
177,Dracon Esports,25.18661610433141,2.0198549655727636
138,X1,25.152616248735278,3.6624418682555135
6,Wildcard Gaming,25.151718557063834,0.8866922001450062
350,Barney and his Dinosaurs,25.095030838907668,1.4143276903552902
416,Night Crawlers,25.002263675621144,2.1711919121989096
91,Williams Resolve,24.971908291097733,0.8037836086634448
337,Havoc Gaming,24.961297131420892,3.3013850109933056
27,Rogue,24.95594581391966,0.8201835042438098
13,The Grogans,24.945633065038823,0.9250564572324349
425,No Comms,24.91795783032662,2.003169831165505
167,TKO X1,24.910626409990535,2.0006958884220656
41,DeluxeDream,24.82782234348071,1.0480039462041606
42,Pineapple Cake,24.821162612550083,1.2793150164178875
92,Guild Esports,24.808657817541853,0.8164815065687175
133,The Flying Dutchmen,24.789642568074218,1.022572811769704
25,XSET,24.787408933751937,0.8409221211281772
267,Freedom,24.78274426652538,1.629804318451693
194,25ESPORTS,24.66799264116545,1.074482760724409
277,Ghosts,24.6630048718877,2.0129283751281672
89,Team Vitality,24.598032520082732,0.8283965105121286
430,AllMid,24.569946018339472,1.4026133553687998
402,RED,24.487982798498294,1.822686381557851
336,Unity,24.434340695890835,1.063729531038971
22,Ghost Gaming,24.371111933778252,0.8363643858032054
376,Physicists,24.328588958216926,1.5535102809002872
400,Hope,24.280081343747174,3.484800401184888
102,Timeless,24.273952934235943,2.161057756133145
232,Pumpkings,24.249495918580845,1.5550720693292532
94,FC Barcelona,24.239187326063487,0.9257800580186836
341,Suzaku,24.232177966834264,1.765860415805313
29,Pioneers,24.220639656892207,0.9313032713347685
20,Shopify Rebellion,24.20296559255543,0.8274860337421714
250,AtlasGaming,24.179096944957628,1.1635209460974962
103,Vipers eSports,24.12922329450793,0.8534685576030633
206,Wizard Lizard,24.11928931002465,1.507960185346766
169,Aufbau,24.11240912054359,1.4578329179992517
407,Garibaldo de bilutetéia,24.07440466246165,1.9883335821911223
320,Fox Gaming,24.07008141427034,1.3420306568216256
90,00 Nation,24.060311894233443,0.8104693199493206
67,Fire Breathing Rubber Duckies,24.049229757749757,1.075985070043864
21,Torrent,24.00407221903914,0.8359308752273819
31,Susquehanna Soniqs,23.97086232517245,0.8332131065019194
247,Night Raid Esports,23.9697416574419,1.9989450550550598
359,Team Inherits,23.95440371338845,1.399408513167753
37,1620 Kings,23.94185051271867,0.8537888714123176
367,Wolves,23.914306482656023,2.187122961822988
253,Anarchy Gaming,23.88004002608875,1.2835680996638443
441,Cryptic,23.87751009162865,2.7676055384852614
123,BlueBirds,23.83579147516808,3.7878614872724174
357,Scarlet Esports,23.808970836649596,2.310311190979434
368,Kerntina gang,23.758149939006522,2.144359955600828
35,HMS Endeavor,23.728281318088857,1.318664303474553
366,Missing,23.703874582265495,1.8865548528034721
204,N Chiki,23.68589757676769,1.2749722363246783
139,Xclusiv 1 Crimson,23.65509818748967,4.158982163793253
129,GracesBlaze Refine,23.57237563270383,1.2801062058658383
216,Team FSN,23.521372633801843,1.3808603175416234
298,Clovarity Esports,23.50958095531404,1.4501139675568804
10,Vort Central,23.501866046059572,2.155714908327364
161,Natus Vincere,23.43689844947507,0.8520685927802112
307,Integrity,23.39661027861696,1.7694088054102897
207,Dapper Dogs,23.393253840392635,1.1852479345804188
347,Triple Trouble,23.32157628525463,1.7649773313391721
385,NXT Esports,23.28040479177247,1.0740627156049976
386,Gentlemen,23.2774237236327,1.2417217602642452
310,The Donks,23.266160903044828,1.3836449379161548
55,You're Throwing,23.171276199300557,0.9507173556731031
213,Kuxir's Minions,23.152714755429503,0.8332371356026063
304,randoms,23.12713024559362,1.3837486301479802
99,Charlotte Phoenix,23.104673683652766,0.8346925734608219
205,NOVEL FRONTIER,23.09247665170115,1.186227943005336
286,Mythical,23.074160821103348,1.7569462697828897
215,DWYM,23.033569313746195,2.397422994751838
148,Neoxy Team,23.031022936661177,2.9224986073595844
132,Team Singularity,23.02028442408056,0.9022404136636814
405,CARZ,23.00480436584367,3.494807064477253
45,Hiraeth,22.9868226951345,1.4554697866513286
422,Team Rise,22.98573038900077,1.8323384309822515
361,Aqua,22.955308677072228,1.2162422199924785
17,Vibrance,22.91222588057361,0.8696402244095123
63,eUnited,22.907516619558713,0.8884956695773809
358,Treino de bíceps,22.90210486956528,3.7566670422303132
231,Friendly Fire Esports,22.831913610275844,1.0847610107532948
54,OwlArmy,22.821039544592992,1.5132042192103297
150,Legacy,22.81767169330921,1.4710085174372982
96,Vodafone Giants,22.811000917988288,0.9104852086877862
197,RBG Esports,22.80911248878545,0.8982739717740605
344,Stormtroopers,22.781266932330492,1.0609393402361553
288,Antic Esports,22.761228433700072,1.1018190041388278
284,Rapzers Esports,22.76019783663265,1.8580081345407355
61,Pittsburgh Knights,22.753777021888034,1.021079162010797
289,bros on bros,22.73213383313077,4.316138800305326
225,Guidance Gaming,22.70640040971566,1.03041157707512
257,Team Inherits Macro,22.70372799930414,1.9526425649777595
365,LeaveNoWitness,22.66654034690266,1.2220957314340726
342,Pepepitos Canyons,22.643786567475892,1.4002795539136919
214,Rix.GG,22.635046650042515,0.9445041259669237
283,Ruin Your Day,22.62202504036101,2.335204944214509
377,The CEOs,22.578839041453797,1.2707014256067812
398,London Esports,22.498880124084753,1.6924106199397273
282,Team MDRY,22.477733455095734,3.274751607643393
352,Wifu,22.43940946382806,1.2243612142937688
245,Yo NA,22.410781465038887,1.6603483417431826
242,The Boneless,22.394905934545815,3.5519538981794136
114,Screaaam!,22.378392949542476,2.35197422126903
417,Punjabi Power,22.3719365605731,1.9533105756918374
200,Red Crown Esports,22.354272813420813,1.0396079333570405
339,OFA,22.289509107021804,1.8688976343788959
223,Endlxss Team,22.24678481070402,1.4582403758343934
130,SK Gaming,22.235661081993563,0.8787650253811338
155,benizakura,22.226809959390383,2.8106707583091652
218,win win,22.138223148822743,3.568599406689633
38,Bros On Their Toes,22.13379965185588,1.2268628926587912
296,IDK,22.043477982327413,2.8599099505696666
181,BEASTIN OUT,21.99276956970962,3.4233494608653077
3,Trident Esports,21.981226248605886,0.8927781777731244
7,Big GOOSE,21.908986349778836,0.8682926609568322
436,The Kibbles,21.908633659608014,1.731481301902803
271,Heroic,21.89948260391727,1.0100472522007748
316,Not Just Associates,21.88502553014313,1.6945456334423443
136,Inferno,21.837561466927333,1.3228807096657202
370,AWW YEAH,21.825433229661158,2.357726088601844
434,Akrew,21.823798677713295,1.9958974775942528
62,Integrity Esports,21.822916771909153,1.293908565637187
294,Clarity Esports,21.82010767971914,1.2823342933697617
329,Gokkies,21.77396243821158,2.0915929227140984
384,Team PWR,21.771392704088182,1.9104169347509383
64,AXLE-R8,21.766899445835136,0.8971446050291048
313,Prestige Esports,21.704634539566104,2.025015637880133
248,Odyssey Esports,21.68859953396109,1.174082098223004
202,Sylphide,21.68214019072086,0.9811349035216135
330,Groovy,21.65599675306161,2.8936814706452885
199,Deft,21.629516433802426,1.2249865740063681
354,Shoot'em,21.599323617604785,1.5180947176550332
142,Aces!,21.590080576982867,1.7865698172484896
175,FTW Esports,21.581067285011265,1.1069263755399041
356,Wilson Impressoras,21.569234677609025,3.399502694837685
81,Sudor Esports,21.482520133235028,2.4065306294170914
188,Etern4l,21.440791679667146,1.563281233332465
383,Circuitry Gaming,21.352089861164558,1.985408427427006
419,Just Go For It,21.32899237522938,1.65368409795944
36,Wazooo,21.300301512332556,1.0483742925499415
314,Eclipse Esports,21.270291041074028,1.0369479359652178
238,GreenBurger,21.252358752832198,2.051735103066147
395,TbK Esport,21.212974076516012,3.9189816267910222
346,Savage!,21.20464448312973,1.1696856540520426
322,Cringe,21.149345539914776,2.5703715310940627
331,Alpha,21.11816967542292,2.11100414982895
265,bandido não dança,21.08614326553825,3.156274074681574
233,Broerm,21.064114571600665,2.0383527835406605
254,Rise Up,21.05929414659899,2.701244052804071
107,Locusts,21.053922287646508,1.5278485901525753
85,Msheireb Esports,20.9495024429349,1.4178603030289245
281,Nightmare,20.865853186733695,2.4576395824630035
66,Nefarious,20.844475187142667,1.2062826603518932
226,Gaming United Esports Club Academy White,20.77412375868889,1.5386504724948307
280,FOR THE WIN,20.768095769541873,3.3933085139270784
1,Ranga Roundup,20.653976451371797,1.6219276155169433
49,Flu Esports,20.60546843467361,1.352857989770862
380,Slum Gums,20.57143528806056,2.843441884940349
348,Kitsune,20.541520676833777,2.2473980350722997
379,Team Resolute Alpha,20.46721878674811,1.8295008994651925
392,Ponpoko Kickers,20.455207649676534,2.0198047112439714
32,Tisi,20.400127732959415,1.042725695567949
60,Team DVS,20.325992287396215,1.1522568479248283
74,Shoguns,20.31756699211849,1.083482740806938
179,Collateral eSports,20.253475588316032,0.9041252197817362
140,ARCHANGELS,20.20004803689304,3.9650176623272246
264,Germark,20.16566808659435,2.039955188395673
208,Estya,20.091504333745704,3.7565119070138575
413,Team Frenzy,20.000845394506552,2.7473988620990006
292,The Sussmen,19.88727833892865,1.6466748175644663
263,WYLDE,19.862295696370595,1.3942276094073127
415,Vibers,19.822433676639022,4.0887866784681615
145,Solary,19.731895773636023,1.8959879357765124
141,ST Gaming,19.699761622010378,4.29841101215704
228,Zinger Box Bandits,19.694027039612173,2.435427717194713
391,Tera,19.66447926897188,1.480766940982056
195,The Steel Team,19.659146875267336,3.911232778142205
429,InControl Nation,19.655027833017176,2.183851419674355
144,Team Liquid,19.65136043203342,1.128840655385268
183,Axios,19.57221141547656,3.876667860045192
428,aquarose,19.50704616925778,2.428600940978911
244,Team .EXE,19.49818606901114,1.5198907966907136
227,Corn Titans,19.494322006163237,1.4316514605026383
431,Farmville,19.45920815250321,2.3484119066372773
435,sup,19.42536263696969,2.1270643706667
189,Exodus,19.410440986737278,1.289717329039372
251,MILS Esports,19.378780354405404,1.9511684675065688
220,Ballistic,19.36573210737721,1.5492652190388436
240,TCSs,19.347580822569572,3.8077148748251757
111,Nocturns Gaming,19.270766629232543,1.3049264643357545
433,Flashes of Brilliance,19.242787049349438,2.3616493205264733
311,Manzana,19.242617202522737,2.156494207988198
157,KACHIAGE Island,19.233961619741066,1.7395856526966673
364,Los Malvekes,19.14644858297608,3.11743986090269
243,HAT,19.107786616847665,3.7858423582506675
373,JoshOC,19.082109536250503,2.563737316469562
372,Allardice Gaming,19.05691566584154,2.760229514009831
128,RESOLUTE,19.031783741099154,1.139640847958271
375,Motorollin,19.031113606230402,2.710715897220231
127,Lucky Bounce,19.03038950527621,1.993713982522497
153,Emit7,19.005950339591195,1.9470208078737832
14,Panik Gaming,18.95296586002079,1.3200735065833749
71,ScubaDrivers,18.889177313349705,2.3125951527077566
328,ZBURA,18.868117963692473,2.8682444868093033
222,Nice Try!,18.810413065238514,2.166193583059838
239,Mad Titans,18.80195192647084,1.320220583102086
210,Crimson,18.609512808300547,2.582177175543719
295,Badonkadank,18.60644274819521,2.187445370284424
152,Naiz Esports,18.559144754810053,3.2879674931979674
88,BS+COMPETITION,18.54693391505707,1.3229820183449106
408,Avarice,18.54168886310057,5.509966154594085
439,Yakiniku,18.535764781676207,2.440708165659478
399,IziDream,18.46725499441283,2.17716666339245
203,Mandalorian,18.37469333651826,3.0055531805999385
125,Hiems DandeLion,18.18927098684265,2.220524557101895
266,Ankor Gaming,18.12789698879817,2.260003685036222
58,Frenzy eSports,18.109974607641853,4.281485393369574
34,Rust-eze,18.103640405237556,1.3677138563299247
15,joE,18.084926675922095,1.8159202464853017
275,Rocket Squad,18.04338854124469,3.2663582553973733
191,Ana Madre wallah,18.012247221003566,6.141967639520334
124,Okane,18.012247221003566,6.141967639520334
338,TKO Crimson,18.012247221003566,6.141967639520334
269,SACRED INFINITY,17.987139582978653,3.471041258611376
185,Vite,17.854849173302075,3.758769028893306
52,Power of Yogurt,17.85389522658358,3.1386606251625797
149,"Ainda, cria",17.777097911060608,1.6011076559922899
440,Yamaneko,17.713901553463547,2.653835437259767
290,Brainstorm Oceania,17.660122017369716,2.7597196079912925
297,Illuvium,17.658745352227825,2.384537951889514
180,Lost In the Sauce,17.63724781979571,1.331930307205781
164,Benchwarmers,17.50992720377705,2.262112124574787
53,Dothraki,17.243381742114995,4.428753351591271
235,Soy Sauce,17.21657664440567,1.8331588489764135
381,Trakin,17.208434818348714,4.274867962957868
219,Slapsqueeze,17.025306333438255,5.344349816064903
426,Team Grandpas,16.996680362851773,2.9322160921996074
287,Monsters,16.83377991791692,5.4735821318322255
268,Benz Truck,16.803374392794026,3.932196631139669
323,Mix Fresh,16.802652279894243,2.4156330685109717
421,BoostBuster,16.67753080564753,2.3910151624226974
211,GigaGuys,16.5900197070536,2.3179794464360195
406,heart alligator,16.58256815851891,3.540709043747197
397,pikete galáctico,16.505772188119458,2.6991534241503548
78,ruthlessly,16.450849960869846,2.945949118567376
317,DanQuo,16.382366277220978,4.413438104121729
198,Top Leh,16.34464486406408,1.6980998527687376
438,RiceBread,16.28957757652915,3.291848268009243
237,Rule Breakers,16.256567746459947,4.485231272854448
110,Insight,16.20815376852158,5.163809129085938
43,Team NazguL,15.928270200876149,3.3483898485237065
312,Buckos,15.87030972234997,2.5459533328491917
230,The 3 Lads,15.781298242074048,3.235634643622194
146,Ferg & Co,15.777409255492561,5.277475990627853
355,Cosmic Wolf,15.694841863778327,5.150987453239556
309,Penguin Cartel,15.536381487424034,3.5731728074679565
332,Team Logic,15.505893993188522,2.8903052735417294
212,Lille Esport,15.477296171711242,1.8483284557409565
424,Heart Broken,15.440416495625508,2.810032147808885
276,Looking for toes,15.423022704041555,4.8513803841752
353,Tropa do Zeca,15.399609525561143,4.847274048396082
390,Prickets,15.350667955570866,2.8508579463779595
187,Wide Awake,15.341144242848538,1.7656736940174746
192,Senju,15.246230059258648,4.881343205757701
126,LV0,15.142794260819157,2.2803430114038967
147,Qshaws,15.122893589473442,2.942708564405975
414,Krentina Esports,15.097293469367687,4.777248779367345
378,Serenity,15.05679212060031,3.1239564842692498
302,Team Euphraxia,15.051235230342328,3.201107527711769
151,Paradise,15.003032588366029,5.0691648253491755
134,yeezys,14.962550255827463,2.385563841428197
184,acrimony,14.663552551684072,3.2800144322293794
427,Ghidorah,14.644553400784922,4.160758950142833
334,NO FEAR,14.535514799822964,4.728608073848161
84,Tornado,14.364978477424113,3.381293167722811
374,Jolly Squad,14.09887777272493,4.646626461578233
272,ALFA One,13.993312606122611,4.230688087012223
262,BBS hayabusa,13.92523598619904,3.954130208130632
209,Biju E-sport,13.865447910979022,4.743695856446489
326,RhyThM,13.653973384016695,1.640371849386832
221,Flip FC,13.544347706720602,4.717239650648393
291,BAD,13.224197518379453,2.7428811405377056
182,Sharma Ji Ka Team,12.848586197425098,2.6557303284004976
345,mamt,12.726846945327045,3.009659932778205
59,Team D7K,12.694265532566984,3.001431074785368
65,Pickup,12.691062847209194,5.063526481577872
229,Whiff Collective,12.612574658258703,3.0551970276707126
300,QWERTY,12.31297229605468,3.6977771789891913
324,WYC,11.704129287554307,2.1491997611337843
382,Own Goal Legends,11.114389677371953,4.815844838425721
39,Smasha5000,11.007018876843864,3.3506953763089973
186,CHEMICAL X,10.977382751227157,3.382783416280545
33,Bougee's Angels,10.594304773311693,3.376812534703961
394,Cat Atelier,10.213476196577366,4.6613281027044735
236,Washed,10.011079294965862,4.378509764608523
420,Kurobi,8.24812179499396,3.212662669146683
