,id,blue,orange,match
97,61614f9d143c37878b238813,2,1,6159ad3d143c37878b2384c8
98,61614fa2f8090ec7452870b8,3,4,6159ad3d143c37878b2384c8
99,61614fa6f8090ec7452870bf,2,1,6159ad3d143c37878b2384c8
100,616011c7143c37878b2386f9,2,1,6159ad3d143c37878b2384c9
101,61601363f8090ec745286ee2,3,2,6159ad3d143c37878b2384c9
102,616016c8143c37878b238700,2,1,6159ad3d143c37878b2384c9
103,61619d1a143c37878b2388cb,4,0,6159ac68143c37878b238468
104,61619d1ef8090ec745287193,3,1,6159ac68143c37878b238468
105,61619d23f8090ec74528719a,5,0,6159ac68143c37878b238468
106,6161d9e3143c37878b23897c,5,1,6159ac68143c37878b238469
107,6161da00143c37878b238983,3,1,6159ac68143c37878b238469
108,6161da2c143c37878b23898a,2,1,6159ac68143c37878b238469
109,6161ddfcf8090ec7452872a7,3,2,6159ac68143c37878b23846a
110,6161de15f8090ec7452872ae,0,1,6159ac68143c37878b23846a
111,6161de31f8090ec7452872b5,1,2,6159ac68143c37878b23846a
112,6161de4df8090ec7452872bc,3,1,6159ac68143c37878b23846a
113,6161df65143c37878b2389fa,2,1,6159ac68143c37878b23846a
114,61619eedf8090ec7452871e0,2,3,6159ac68143c37878b23846b
115,61619f09f8090ec7452871e7,3,2,6159ac68143c37878b23846b
116,61619f23143c37878b23891f,2,0,6159ac68143c37878b23846b
117,61619f52143c37878b238926,2,1,6159ac68143c37878b23846b
118,6161e4f9143c37878b238a40,1,2,6159ac68143c37878b23846d
119,6161e515143c37878b238a47,1,3,6159ac68143c37878b23846d
120,6161e53bf8090ec74528731e,3,6,6159ac68143c37878b23846d
121,6161e1caf8090ec745287309,2,1,6159ac68143c37878b23846e
122,6161e1e3f8090ec745287310,3,2,6159ac68143c37878b23846e
123,6161e28bf8090ec745287317,4,1,6159ac68143c37878b23846e
124,6161d720f8090ec74528723e,3,2,6161d68b143c37878b23896d
125,6161d751143c37878b23896e,1,4,6161d68b143c37878b23896d
126,6161d76df8090ec745287245,2,0,6161d68b143c37878b23896d
127,6161d78af8090ec74528724c,2,0,6161d68b143c37878b23896d
128,61619d3af8090ec7452871a1,2,5,6159ac68143c37878b23846f
129,61619d3e143c37878b2388d2,0,5,6159ac68143c37878b23846f
130,61619d44143c37878b2388d9,1,3,6159ac68143c37878b23846f
131,6161da67143c37878b238991,0,1,6159ac68143c37878b238470
132,6161da85143c37878b238998,3,1,6159ac68143c37878b238470
133,6161daa5143c37878b23899f,3,2,6159ac68143c37878b238470
134,6161dac6143c37878b2389a6,1,3,6159ac68143c37878b238470
135,6161dae6143c37878b2389ad,0,2,6159ac68143c37878b238470
136,6161e2d3143c37878b238a0f,1,2,6159ac68143c37878b238471
137,6161e2f1143c37878b238a16,0,3,6159ac68143c37878b238471
138,6161e3a8143c37878b238a1d,2,3,6159ac68143c37878b238471
139,6161dc61143c37878b2389d7,0,1,6159ac68143c37878b238472
140,6161dc81143c37878b2389de,1,2,6159ac68143c37878b238472
141,6161dc9e143c37878b2389e5,2,3,6159ac68143c37878b238472
142,61619dcf143c37878b2388fc,2,0,6159ac68143c37878b238473
143,61619dd4f8090ec7452871cb,1,2,6159ac68143c37878b238473
144,61619dd8f8090ec7452871d2,1,0,6159ac68143c37878b238473
145,61619ddb143c37878b238903,5,1,6159ac68143c37878b238473
146,6161dfa8143c37878b238a01,3,2,6159ac68143c37878b238474
147,6161dfc8f8090ec7452872c3,3,0,6159ac68143c37878b238474
148,6161dfe1143c37878b238a08,0,4,6159ac68143c37878b238474
149,6161e03df8090ec7452872ca,2,1,6159ac68143c37878b238474
150,61619f9b143c37878b23892d,3,2,6159ac68143c37878b238475
151,61619fc1f8090ec7452871ee,2,1,6159ac68143c37878b238475
152,61619fdcf8090ec7452871f5,2,1,6159ac68143c37878b238475
153,6161d7c9f8090ec745287253,4,3,6159ac68143c37878b238476
154,6161d7e7f8090ec74528725a,2,4,6159ac68143c37878b238476
155,6161d802f8090ec745287261,0,1,6159ac68143c37878b238476
156,6161d81bf8090ec745287268,4,0,6159ac68143c37878b238476
157,6161d848f8090ec74528726f,3,2,6159ac68143c37878b238476
158,6161dcde143c37878b2389ec,1,0,6159ac68143c37878b238477
159,6161dd36f8090ec745287299,3,2,6159ac68143c37878b238477
160,6161dd54143c37878b2389f3,2,3,6159ac68143c37878b238477
161,6161dd7cf8090ec7452872a0,6,1,6159ac68143c37878b238477
162,6161d880f8090ec745287276,2,1,6159ac68143c37878b238479
163,6161d89c143c37878b238975,3,1,6159ac68143c37878b238479
164,6161d8c0f8090ec74528727d,5,3,6159ac68143c37878b238479
165,6161e5a6143c37878b238a4e,1,0,6159ac68143c37878b23847a
166,6161e6a9143c37878b238a55,1,0,6159ac68143c37878b23847a
167,6161a035143c37878b238934,3,2,6159ac68143c37878b23847b
168,6161a04e143c37878b23893b,3,0,6159ac68143c37878b23847b
169,6161a06cf8090ec7452871fc,2,3,6159ac68143c37878b23847b
170,6161a085f8090ec745287203,1,0,6159ac68143c37878b23847b
171,61619d57143c37878b2388e0,3,2,6159ac68143c37878b23847c
172,61619d5bf8090ec7452871a8,3,1,6159ac68143c37878b23847c
173,61619d5ef8090ec7452871af,2,3,6159ac68143c37878b23847c
174,61619d62143c37878b2388e7,7,1,6159ac68143c37878b23847c
175,61619e08f8090ec7452871d9,3,2,6159ac68143c37878b23847e
176,61619e0c143c37878b23890a,0,3,6159ac68143c37878b23847e
177,61619e10143c37878b238911,1,2,6159ac68143c37878b23847e
178,61619e17143c37878b238918,1,2,6159ac68143c37878b23847e
179,6161e3eb143c37878b238a24,0,1,6159ac68143c37878b23847f
180,6161e40d143c37878b238a2b,2,1,6159ac68143c37878b23847f
181,6161e42c143c37878b238a32,1,0,6159ac68143c37878b23847f
182,6161e488143c37878b238a39,3,1,6159ac68143c37878b23847f
183,61619d83143c37878b2388ee,1,3,6159ac68143c37878b238480
184,61619d86f8090ec7452871b6,4,2,6159ac68143c37878b238480
185,61619d8c143c37878b2388f5,1,3,6159ac68143c37878b238480
186,61619d8ff8090ec7452871bd,2,1,6159ac68143c37878b238480
187,61619d93f8090ec7452871c4,1,2,6159ac68143c37878b238480
188,6161db37143c37878b2389b4,2,1,6159ac68143c37878b238481
189,6161db52143c37878b2389bb,0,2,6159ac68143c37878b238481
190,6161db81143c37878b2389c2,1,2,6159ac68143c37878b238481
191,6161db9d143c37878b2389c9,3,0,6159ac68143c37878b238481
192,6161dbce143c37878b2389d0,1,0,6159ac68143c37878b238481
193,6161a0c2f8090ec74528720a,0,1,6159ac68143c37878b238482
194,6161a0e6f8090ec745287211,1,2,6159ac68143c37878b238482
195,6161a100f8090ec745287218,3,1,6159ac68143c37878b238482
196,6161a11af8090ec74528721f,1,0,6159ac68143c37878b238482
197,6161a154f8090ec745287226,5,4,6159ac68143c37878b238482
198,6161e08df8090ec7452872d1,1,2,6159ac68143c37878b238483
199,6161e0acf8090ec7452872d8,2,1,6159ac68143c37878b238483
200,6161e0c8f8090ec7452872df,3,2,6159ac68143c37878b238483
201,6161e0e3f8090ec7452872e6,5,1,6159ac68143c37878b238483
202,6161d8fdf8090ec745287284,1,0,6159ac68143c37878b238484
203,6161d922f8090ec74528728b,6,2,6159ac68143c37878b238484
204,6161d942f8090ec745287292,3,0,6159ac68143c37878b238484
205,6161a194f8090ec74528722d,1,3,6159ac68143c37878b238485
206,6161a1b1f8090ec745287234,1,2,6159ac68143c37878b238485
207,6161a1cd143c37878b238942,0,4,6159ac68143c37878b238485
208,6161e11df8090ec7452872ed,2,1,6159ac68143c37878b238486
209,6161e135f8090ec7452872f4,2,3,6159ac68143c37878b238486
210,6161e14ff8090ec7452872fb,0,3,6159ac68143c37878b238486
211,6161e168f8090ec745287302,1,2,6159ac68143c37878b238486
212,61658c25f8090ec74528756f,0,2,6159ad6b143c37878b2384ca
213,61658c2cf8090ec745287576,3,2,6159ad6b143c37878b2384ca
214,61658c31143c37878b238c33,1,2,6159ad6b143c37878b2384ca
215,61658c35143c37878b238c3a,5,2,6159ad6b143c37878b2384ca
216,61658b7af8090ec74528754c,7,0,6159ad6b143c37878b2384cb
217,61658b7f143c37878b238c10,3,2,6159ad6b143c37878b2384cb
218,61658b83143c37878b238c17,7,1,6159ad6b143c37878b2384cb
219,61658e65143c37878b238c88,6,2,6159ad6b143c37878b2384cd
220,61658e6bf8090ec7452875df,3,2,6159ad6b143c37878b2384cd
221,61658e70f8090ec7452875e6,4,2,6159ad6b143c37878b2384cd
222,61658f43143c37878b238cb9,0,2,6159ad6b143c37878b2384ce
223,61658f48f8090ec745287609,1,2,6159ad6b143c37878b2384ce
224,61658f4df8090ec745287610,5,2,6159ad6b143c37878b2384ce
225,61658f51143c37878b238cc0,2,3,6159ad6b143c37878b2384ce
226,61658fc2143c37878b238cdc,0,3,6159ad6b143c37878b2384cf
227,61658fc6f8090ec74528762c,2,3,6159ad6b143c37878b2384cf
228,61658fca143c37878b238ce3,0,1,6159ad6b143c37878b2384cf
229,616590ca143c37878b238d06,2,3,6159ad6b143c37878b2384d0
230,616590cff8090ec745287648,2,1,6159ad6b143c37878b2384d0
231,616590d3f8090ec74528764f,1,0,6159ad6b143c37878b2384d0
232,616590d9f8090ec745287656,2,3,6159ad6b143c37878b2384d0
233,616590e0f8090ec74528765d,3,0,6159ad6b143c37878b2384d0
234,61659165143c37878b238d22,0,1,6159ad6b143c37878b2384d1
235,6165916af8090ec74528766b,0,3,6159ad6b143c37878b2384d1
236,6165916ef8090ec745287672,3,2,6159ad6b143c37878b2384d1
237,61659172143c37878b238d29,0,3,6159ad6b143c37878b2384d1
238,61658bbe143c37878b238c1e,2,0,6159ad6b143c37878b2384d2
239,61658bc2f8090ec745287553,4,0,6159ad6b143c37878b2384d2
240,61658bc7f8090ec74528755a,1,2,6159ad6b143c37878b2384d2
241,61658bca143c37878b238c25,2,1,6159ad6b143c37878b2384d2
242,61658c58143c37878b238c41,2,1,6159ad6b143c37878b2384d3
243,61658c5cf8090ec74528757d,2,1,6159ad6b143c37878b2384d3
244,61658c60f8090ec745287584,4,5,6159ad6b143c37878b2384d3
245,61658c65143c37878b238c48,3,2,6159ad6b143c37878b2384d3
246,61659236f8090ec74528769c,2,3,6159ad6b143c37878b2384d4
247,6165923cf8090ec7452876a3,4,3,6159ad6b143c37878b2384d4
248,61659241143c37878b238d53,0,2,6159ad6b143c37878b2384d4
249,61659245143c37878b238d5a,1,3,6159ad6b143c37878b2384d4
250,61658daff8090ec7452875ae,4,1,6159ad6b143c37878b2384d5
251,61658db5f8090ec7452875b5,4,1,6159ad6b143c37878b2384d5
252,61658fed143c37878b238cea,2,0,6159ad6b143c37878b2384d6
253,61658ff2f8090ec745287633,2,3,6159ad6b143c37878b2384d6
254,61658ff6f8090ec74528763a,1,0,6159ad6b143c37878b2384d6
255,61658ffa143c37878b238cf1,2,1,6159ad6b143c37878b2384d6
256,616592eaf8090ec7452876b8,2,1,6159ad6b143c37878b2384d7
257,616592ee143c37878b238d6f,4,1,6159ad6b143c37878b2384d7
258,61659307143c37878b238d7d,4,3,6159ad6b143c37878b2384d7
259,61659192143c37878b238d30,4,1,6159ad6b143c37878b2384d8
260,61659197f8090ec745287679,3,2,6159ad6b143c37878b2384d8
261,6165919bf8090ec745287680,4,0,6159ad6b143c37878b2384d8
262,61658f69143c37878b238cc7,2,0,6159ad6b143c37878b2384d9
263,61658f6df8090ec745287617,4,1,6159ad6b143c37878b2384d9
264,61658f71f8090ec74528761e,5,2,6159ad6b143c37878b2384d9
265,61658bde143c37878b238c2c,2,1,6159ad6b143c37878b2384da
266,61658be3f8090ec745287561,1,0,6159ad6b143c37878b2384da
267,61658be7f8090ec745287568,3,2,6159ad6b143c37878b2384da
268,61658cb7143c37878b238c4f,0,2,6159ad6b143c37878b2384db
269,61658cbd143c37878b238c56,1,3,6159ad6b143c37878b2384db
270,61658cc1f8090ec74528758b,3,0,6159ad6b143c37878b2384db
271,61658cc6f8090ec745287592,1,2,6159ad6b143c37878b2384db
272,61658eda143c37878b238c8f,3,5,6159ad6b143c37878b2384dc
273,61658edef8090ec7452875ed,4,3,6159ad6b143c37878b2384dc
274,61658ee3f8090ec7452875f4,3,2,6159ad6b143c37878b2384dc
275,61658ee7143c37878b238c96,0,2,6159ad6b143c37878b2384dc
276,61658eec143c37878b238c9d,3,1,6159ad6b143c37878b2384dc
277,6165911df8090ec745287664,2,1,6159ad6b143c37878b2384dd
278,61659121143c37878b238d0d,1,2,6159ad6b143c37878b2384dd
279,61659128143c37878b238d14,2,1,6159ad6b143c37878b2384dd
280,6165912d143c37878b238d1b,5,0,6159ad6b143c37878b2384dd
281,616591b9f8090ec745287687,3,2,6159ad6b143c37878b2384de
282,616591bd143c37878b238d37,3,2,6159ad6b143c37878b2384de
283,616591c1143c37878b238d3e,2,1,6159ad6b143c37878b2384de
284,6165908bf8090ec745287641,2,1,6159ad6b143c37878b2384e0
285,6165908f143c37878b238cf8,4,1,6159ad6b143c37878b2384e0
286,61659093143c37878b238cff,3,2,6159ad6b143c37878b2384e0
287,616593d3143c37878b238dae,1,0,6159ad6b143c37878b2384e1
288,616593d9143c37878b238db5,2,1,6159ad6b143c37878b2384e1
289,616593ddf8090ec7452876d4,3,4,6159ad6b143c37878b2384e1
290,616593e1f8090ec7452876db,3,1,6159ad6b143c37878b2384e1
291,61658d2ff8090ec745287599,1,4,6159ad6b143c37878b2384e2
292,61658d33143c37878b238c5d,2,1,6159ad6b143c37878b2384e2
293,61658d37143c37878b238c64,1,3,6159ad6b143c37878b2384e2
294,61658d3bf8090ec7452875a0,3,2,6159ad6b143c37878b2384e2
295,61658d40f8090ec7452875a7,5,2,6159ad6b143c37878b2384e2
296,61658de4f8090ec7452875bc,6,2,6159ad6b143c37878b2384e3
297,61658de9f8090ec7452875c3,0,1,6159ad6b143c37878b2384e3
298,61658ded143c37878b238c6b,3,0,6159ad6b143c37878b2384e3
299,61658df2143c37878b238c72,2,3,6159ad6b143c37878b2384e3
300,61658df6f8090ec7452875ca,0,1,6159ad6b143c37878b2384e3
301,61658f8ff8090ec745287625,6,0,6159ad6b143c37878b2384e4
302,61658f93143c37878b238cce,7,1,6159ad6b143c37878b2384e4
303,61658f98143c37878b238cd5,4,1,6159ad6b143c37878b2384e4
304,61658f0a143c37878b238ca4,1,0,6159ad6b143c37878b2384e5
305,61658f0ef8090ec7452875fb,1,4,6159ad6b143c37878b2384e5
306,61658f12f8090ec745287602,1,2,6159ad6b143c37878b2384e5
307,61658f16143c37878b238cab,4,2,6159ad6b143c37878b2384e5
308,61658f1b143c37878b238cb2,2,4,6159ad6b143c37878b2384e5
309,616591de143c37878b238d45,0,1,6159ad6b143c37878b2384e6
310,616591e5143c37878b238d4c,0,1,6159ad6b143c37878b2384e6
311,616591e9f8090ec74528768e,4,2,6159ad6b143c37878b2384e6
312,616591edf8090ec745287695,1,3,6159ad6b143c37878b2384e6
313,61659328f8090ec7452876bf,3,2,6159ad6b143c37878b2384e7
314,6165932c143c37878b238d84,4,5,6159ad6b143c37878b2384e7
315,61659331143c37878b238d8b,2,0,6159ad6b143c37878b2384e7
316,61659337143c37878b238d92,4,1,6159ad6b143c37878b2384e7
317,61658e2bf8090ec7452875d1,2,3,6159ad6b143c37878b2384e8
318,61658e2f143c37878b238c79,2,1,6159ad6b143c37878b2384e8
319,61658e34143c37878b238c80,2,1,6159ad6b143c37878b2384e8
320,61658e38f8090ec7452875d8,3,2,6159ad6b143c37878b2384e8
321,616592b9143c37878b238d61,3,2,6159ad6b143c37878b2384e9
322,616592be143c37878b238d68,4,2,6159ad6b143c37878b2384e9
323,616592c4f8090ec7452876aa,1,2,6159ad6b143c37878b2384e9
324,616592c7f8090ec7452876b1,4,1,6159ad6b143c37878b2384e9
325,61659389143c37878b238d99,1,2,6159ad6b143c37878b2384ea
326,6165938df8090ec7452876c6,3,1,6159ad6b143c37878b2384ea
327,61659392f8090ec7452876cd,1,3,6159ad6b143c37878b2384ea
328,61659397143c37878b238da0,3,0,6159ad6b143c37878b2384ea
329,6165939c143c37878b238da7,1,2,6159ad6b143c37878b2384ea
330,6162fa9af8090ec74528738d,3,2,6159ae3d143c37878b238503
331,6162fa9d143c37878b238ab9,5,2,6159ae3d143c37878b238503
332,6162faa1143c37878b238ac0,4,3,6159ae3d143c37878b238503
333,6162f9d9f8090ec74528737e,3,1,6159ae3d143c37878b238505
334,6162f9e6f8090ec745287385,6,0,6159ae3d143c37878b238505
335,6162f9eb143c37878b238ab2,3,2,6159ae3d143c37878b238505
336,6162fbe5f8090ec7452873b2,5,3,6159ae3d143c37878b238507
337,6162fc23f8090ec7452873c0,5,0,6159ae3d143c37878b238507
338,6162fc27143c37878b238ae6,3,0,6159ae3d143c37878b238507
339,6162fc80f8090ec7452873c8,2,1,6159ae3d143c37878b238508
340,6162fcaaf8090ec7452873cf,0,3,6159ae3d143c37878b238508
341,6162fcae143c37878b238aed,3,2,6159ae3d143c37878b238508
342,6162fcb2143c37878b238af4,1,5,6159ae3d143c37878b238508
343,6162fcb6f8090ec7452873d6,2,1,6159ae3d143c37878b238508
344,6162fd21f8090ec7452873ef,3,0,6159ae3d143c37878b238509
345,6162fd29f8090ec7452873f6,3,2,6159ae3d143c37878b238509
346,6162fd2d143c37878b238b02,3,2,6159ae3d143c37878b238509
347,6162fd65143c37878b238b09,5,1,6159ae3d143c37878b23850a
348,6162fd69f8090ec7452873fd,3,1,6159ae3d143c37878b23850a
349,6162fd6df8090ec745287404,3,2,6159ae3d143c37878b23850a
350,6162fcdbf8090ec7452873e0,7,2,6159ae3d143c37878b238515
351,6162fce5143c37878b238afb,5,4,6159ae3d143c37878b238515
352,6162fceaf8090ec7452873e7,5,2,6159ae3d143c37878b238515
353,6162fb4f143c37878b238ad8,7,2,6159ae3d143c37878b23851a
354,6162fb61143c37878b238adf,3,4,6159ae3d143c37878b23851a
355,6162fb65f8090ec7452873a2,5,2,6159ae3d143c37878b23851a
356,6162fb6af8090ec7452873a9,7,2,6159ae3d143c37878b23851a
357,616320b1f8090ec745287473,1,3,6159add8143c37878b2384f0
358,616320b4143c37878b238b49,3,4,6159add8143c37878b2384f0
359,616320b9143c37878b238b50,1,3,6159add8143c37878b2384f0
360,61632035143c37878b238b2d,3,1,6159add8143c37878b2384f2
361,6163203c143c37878b238b34,3,4,6159add8143c37878b2384f2
362,61632040f8090ec74528744a,1,2,6159add8143c37878b2384f2
363,6163204cf8090ec745287458,1,2,6159add8143c37878b2384f2
364,6163206ef8090ec745287462,3,1,6159add8143c37878b2384fb
365,61632073143c37878b238b3b,2,3,6159add8143c37878b2384fb
366,61632078143c37878b238b42,5,2,6159add8143c37878b2384fb
367,6163207cf8090ec745287469,3,2,6159add8143c37878b2384fb
368,61632145143c37878b238b58,2,3,6159add8143c37878b2384fd
369,61632149f8090ec74528747a,1,2,6159add8143c37878b2384fd
370,6163214df8090ec745287481,4,2,6159add8143c37878b2384fd
371,61632150143c37878b238b5f,2,1,6159add8143c37878b2384fd
372,61632155143c37878b238b66,3,2,6159add8143c37878b2384fd
373,6163f7ce143c37878b238ba5,3,2,6159acd3143c37878b23848a
374,6163f7d2f8090ec7452874dc,3,2,6159acd3143c37878b23848a
375,6163f7d6f8090ec7452874e3,4,1,6159acd3143c37878b23848a
376,6163f6c9143c37878b238b6d,2,0,6159acd3143c37878b23848e
377,6163f6cef8090ec745287488,2,3,6159acd3143c37878b23848e
378,6163f6d3f8090ec74528748f,3,0,6159acd3143c37878b23848e
379,6163f6daf8090ec745287496,1,0,6159acd3143c37878b23848e
380,61649ff6143c37878b238bf9,2,3,6159acd3143c37878b23848f
381,61649ffb143c37878b238c00,1,2,6159acd3143c37878b23848f
382,6164a000f8090ec745287530,3,0,6159acd3143c37878b23848f
383,6164a004f8090ec745287537,2,6,6159acd3143c37878b23848f
384,61649f9c143c37878b238bd6,1,2,6159acd3143c37878b238491
385,61649fa0f8090ec745287514,3,2,6159acd3143c37878b238491
386,61649fa4f8090ec74528751b,0,2,6159acd3143c37878b238491
387,61649fa8143c37878b238bdd,0,1,6159acd3143c37878b238491
388,6163f701143c37878b238b74,2,1,6159acd3143c37878b238492
389,6163f705f8090ec74528749d,1,0,6159acd3143c37878b238492
390,6163f70af8090ec7452874a4,2,3,6159acd3143c37878b238492
391,6163f70e143c37878b238b7b,2,1,6159acd3143c37878b238492
392,6163f7f1f8090ec7452874ea,0,1,6159acd3143c37878b238494
393,6163f7f5143c37878b238bac,1,3,6159acd3143c37878b238494
394,6163f7fa143c37878b238bb3,3,4,6159acd3143c37878b238494
395,61649fc4143c37878b238be4,2,3,6159acd3143c37878b238499
396,61649fca143c37878b238beb,3,1,6159acd3143c37878b238499
397,61649fcef8090ec745287522,2,1,6159acd3143c37878b238499
398,61649fd2f8090ec745287529,2,6,6159acd3143c37878b238499
399,61649fd7143c37878b238bf2,1,0,6159acd3143c37878b238499
