,id,start,blue_score,orange_score,blue_id,orange_id,blue_name,orange_name,event
124,6159add8143c37878b2384ec,2021-10-10T15:00:00Z,3.0,,6161c0d9f8090ec74528723d,6116424887f814e9fbfff701,The Deadly Boyz,Msheireb Esports,614b72c1f8090ec745286431
125,6159add8143c37878b2384ed,2021-10-10T15:00:00Z,,3.0,6161c0c0f8090ec74528723b,60a6d5a077582b9feff6969f,RevSol Team,Sudor Esports,614b72c1f8090ec745286431
126,6159add8143c37878b2384ee,2021-10-10T15:00:00Z,3.0,,60f48a2a9d3c410761e87f7e,6161c0fa143c37878b23895d,ANKAA,Tornado,614b72c1f8090ec745286431
127,6159add8143c37878b2384ef,2021-10-10T15:00:00Z,3.0,,607d7d97473f172e4c0d3919,6161c111143c37878b23895f,Team Falcons,ruthlessly,614b72c1f8090ec745286431
128,6159add8143c37878b2384f0,2021-10-10T15:00:00Z,,3.0,60c1e7489fc1a47e5f111738,6020bc87f1e4807cc7003443,You're Throwing,OwlArmy,614b72c1f8090ec745286431
129,6159add8143c37878b2384f1,2021-10-10T15:00:00Z,3.0,,607d7d97473f172e4c0d391a,6161c107143c37878b23895e,The Ultimates,Hawks eSports,614b72c1f8090ec745286431
130,6159add8143c37878b2384f2,2021-10-10T15:00:00Z,1.0,3.0,6161c0cbf8090ec74528723c,6020bf1af1e4807cc7018161,Invaders,The Evil eSports,614b72c1f8090ec745286431
131,6159add8143c37878b2384f3,2021-10-10T15:00:00Z,,3.0,6161c126143c37878b238961,60b88a80b2b828b268c73c6a,comma,Frenzy eSports,614b72c1f8090ec745286431
132,6159add8143c37878b2384f4,2021-10-10T15:00:00Z,,3.0,6161c13b143c37878b238962,6020c090f1e4807cc701dfde,Volume Zero,25ESPORTS,614b72c1f8090ec745286431
133,6159add8143c37878b2384f5,2021-10-10T15:00:00Z,1.0,3.0,6161c161143c37878b238963,60bb484abd0db240d7a31f46,sNv,Team D7K,614b72c1f8090ec745286431
134,6159add8143c37878b2384f6,2021-10-10T15:00:00Z,3.0,,60bb486dbd0db240d7a31f49,6161c174143c37878b238964,Triple Threat,STRIPS TEAM,614b72c1f8090ec745286431
135,6159add8143c37878b2384f7,2021-10-10T15:00:00Z,,3.0,6161c17e143c37878b238965,6161c184143c37878b238966,Trouble Team,GRINDING,614b72c1f8090ec745286431
136,6159add8143c37878b2384f8,2021-10-10T15:00:00Z,,3.0,6161c18e143c37878b238967,6161c19a143c37878b238968,The Holy Cows!,Rey's Esports,614b72c1f8090ec745286431
137,6159add8143c37878b2384f9,2021-10-10T15:00:00Z,3.0,,6161c1c3143c37878b238969,60c467f1490bd8649dd30e57,Argent / 3z / dl fi / Dorv,Knights of Bizertin Rise,614b72c1f8090ec745286431
