,id,name,region
482,61950b38143c37878b23e2d0,Resiliency,SAM
483,6020bf52f1e4807cc7018ede,Ruby,SAM
484,60bb4febbd0db240d7a31fa4,SACRED INFINITY,SAM
485,61e55b6dc437fde7e02ccaae,Scarlet Esports,SAM
486,6020bda0f1e4807cc700e08e,Shoot'em,SAM
487,6020bcd5f1e4807cc7006767,Team Secret,SAM
488,616703ce143c37878b238e92,Team Signal,SAM
489,6020bde1f1e4807cc700f7a1,The Three Sins,SAM
490,615894d0143c37878b238419,Timeless,SAM
491,61e55b63c437fde7e02ccaad,Treino de bíceps,SAM
492,61e55b9ec437fde7e02ccab1,Tropa do Zeca,SAM
493,6020c48cf1e4807cc7036fd9,Vegas Inferno,SAM
494,614c905df8090ec74528649d,Vipers eSports,SAM
495,60be11c99fc1a47e5f11142f,Wifu,SAM
496,61e55b85c437fde7e02ccaaf,Wilson Impressoras,SAM
497,621c9343da9d7ca1c7ba92fd,aquarose,SAM
498,60500eef097037e8dbbe9987,bandido não dança,SAM
499,6020bce6f1e4807cc70071af,eRa Eternity,SAM
500,61f904c2da9d7ca1c7ba7308,heart alligator,SAM
