,id,name,start,region
59,61534ef7f8090ec745286963,RLCS 2021-22 Winter Asia-Pacific North Regional 3,2022-02-20T00:00:00Z,ASIA
60,6153502df8090ec745286978,RLCS 2021-22 Winter Asia-Pacific South Regional 1,2022-01-09T00:00:00Z,ASIA
61,615350ea143c37878b2380a1,RLCS 2021-22 Winter Asia-Pacific South Regional 2,2022-01-23T00:00:00Z,ASIA
62,615351d2143c37878b2380a2,RLCS 2021-22 Winter Asia-Pacific South Regional 3,2022-02-13T00:00:00Z,ASIA
63,61912154143c37878b23d438,RLCS 2021-22 Fall Major APAC Qualifier,2021-11-22T00:00:00Z,ASIA
64,614b7679f8090ec745286439,RLCS 2021-22 Fall Sub-Saharan Africa Regional 1,2021-10-16T23:00:00Z,AF
65,614b76d3f8090ec74528643a,RLCS 2021-22 Fall Sub-Saharan Africa Regional 2,2021-10-31T15:00:00Z,AF
66,614b7721143c37878b237b3b,RLCS 2021-22 Fall Sub-Saharan Africa Regional 3,2021-11-21T00:00:00Z,AF
67,614b7f01f8090ec745286446,RLCS 2021-22 Spring Sub-Saharan Africa Regional 1,2022-04-30T23:00:00Z,AF
68,614b7f42f8090ec745286447,RLCS 2021-22 Spring Sub-Saharan Africa Regional 2,2022-05-14T23:00:00Z,AF
69,614b7f89f8090ec745286448,RLCS 2021-22 Spring Sub-Saharan Africa Regional 3,2022-05-28T23:00:00Z,AF
70,615355a0f8090ec745286982,RLCS 2021-22 Winter Sub-Saharan Africa Regional 1,2022-01-16T00:00:00Z,AF
71,61535641f8090ec745286983,RLCS 2021-22 Winter Sub-Saharan Africa Regional 2,2022-01-30T00:00:00Z,AF
72,615356c9143c37878b2380a4,RLCS 2021-22 Winter Sub-Saharan Africa Regional 3,2022-02-20T00:00:00Z,AF
73,614b6485f8090ec745286425,RLCS 2021-22 World Championship,2022-08-03T23:00:00Z,INT
74,614b6589f8090ec745286426,RLCS 2021-22 Fall Major,2021-12-08T00:00:00Z,INT
75,614b6649f8090ec745286427,RLCS 2021-22 Winter Major,2022-03-23T00:00:00Z,INT
76,614b6a2a143c37878b237b36,RLCS 2021-22 Spring Major,2022-06-28T23:00:00Z,INT
77,619120e3143c37878b23d436,RLCS 2021-22 Fall Major Tiebreaker,2021-11-16T00:00:00Z,INT
